C10148925	YHOUSE	发现全城最好吃、最好玩的活动！一键预订，超值优惠价格~邀请好友立获【80元优惠券】，下单直减~  YHOUSE，专业编辑推荐，精致美食&精彩活动体验，让你一键预约，即可享受。  周末解压利器 无聊时说走就走—— 漫步薰衣草田、枕头大战、浪漫热气球飞行、油画下午茶、身体精油spa.....   隐藏菜单 探秘城市舌尖—	C20252:京东,C10269239:单机斗地主,C10129690:听歌学英语,C30013:京东阅读,C23707:违章查询,C2217:我查查,C6015363:肯德基,C10191382:小猿搜题,C5341:网易公开课,C84826:起点读书,C34075:手机淘宝,C5373:支付宝,C10049053:华为商城,C57804:天猫,C5206:美团,C10608:大众点评,C20252:京东,C31975:墨迹天气,C135323:灵犀语音助手,C9136:唯品会,
C10292759	超级舰队	超级舰队:修身齐家治国平天下，下载最强策略手游，建立属于你的皇朝！  一等奖（3名）：价值159元大康车载蓝牙耳机1副； 二等奖（10名）：价值100元话费充值卡1张 三等奖（15名）：价值50元话费充值卡1张  活动时间: 2015.12.14-2015.12.20 参与方式: 1、成功下载安装并试玩专题内任意游戏；<	C20252:京东,C10221865:熊出没之保卫家…,C10233244:阿狸农场,C10144080:植物大作战菜园…,C10113531:保卫萝卜2,C10249215:超级玛丽酷跑,C10253039:疯狂出租车：都…,C10141383:找你妹2015,C10225631:捕鱼么么哒单机…,C10138715:飞机大作战,C10164365:海岛奇兵,C10297297:大航海时代7,C10324035:空战帝国,C10159734:去吧皮卡丘,C10353067:帝国奇迹,C10329573:部落冲突,C10368873:纵横四海OL,C10168301:燃烧的蔬菜3H…,C10221865:熊出没之保卫家…,C10121542:晴天小狗,
C10300196	手机铃声	手机铃声:iPhone手机排名第一的铃声软件，好听实用 ●苹果应用商店AppStore【铃声软件排名第一】，最受iPhone手机用户喜欢的高逼格铃声软件。 ●300万高品质热铃免费下载，资源每日更新1000+，支持铃声剪辑创作！ ●【安全】【绿色】【无广告】【好评最多】用起来最舒心的铃声助手！    【专注提供高音质好铃声】 <br	C10129690:听歌学英语,C10159654:更换字体管家(…,C188494: 魔秀桌面,C10157353:锁屏精灵,C10106485:违章查询助手,C54626:铃声多多,C10099655:铁路12306,C10180621:最美锁屏,C2217:我查查,C60820:龙易风水,C54626:铃声多多,C59116:酷音铃声,C10068656:手机云桌面,C188494: 魔秀桌面,C60861:91桌面,C10128203:纹字锁屏,C10205973:微锁屏,C10142996:壁纸多多,C10277487:酷划,C10026632:天天锁屏,
C7980	前程无忧	前程无忧(www.51job.com)为9750万求职者提供人力资源服务，我们拥有海量优质职位，你可以根据个人需求进行搜索与投递，并支持多维度筛选，精确找到心仪职位。并能实时更新简历，呈现自己最精彩的一面，为奔波在求职路上的你提供贴身帮助。  【职位搜索】支持多种搜索选项，锁定最理想职位 【职位推荐】百万职位中精挑细选，智能匹配 【简	C10114178:流量宝,C10047107:滴滴出行,C10148546:别踩白块儿,C183901:WiFi信号增强…,C5341:网易公开课,C10026044:58同城,C10129690:听歌学英语,C10237091:猪猪侠爱消除,C10155859:2048,C10196888:二维码扫描,C27162:华为应用市场,C66323:华为备份,C10055832:华为文件管理(…,C21976:UC浏览器,C10067631:华为手机服务,C20679:QQ浏览器,C10207207:华为云服务,C10059090:华为游戏中心,C10060708:华为支付,C2682:搜狗输入法,
C10245606	体检宝测血压视力心率	体检宝测血压视力心率:体检宝-手机测量血压、视力、心率、听力 无需任何外设，体检宝直接用手机测量用户的血压、心率、视力、听力、肺活量、心理指数、色盲等身体数据，并提供有针对性的可交互的健康方案。 无需购买 Apple Watch, Apple Watch有的，体检宝都有，Apple Watch 没有的，体检宝也有！  【世界首款血压测量APP】 【世	C10269239:单机斗地主,C10201280:平安好医生,C21056:Google地球,C10193357:微医,C39289:手机通信Whats…,C5341:网易公开课,C10191116:图片合成器,C10234835:防盗监控,C2217:我查查,C183901:WiFi信号增强…,C10131836:华为穿戴,C25050:春雨医生,C35918:大姨吗,C134730:咕咚,C10144837:悦动圈跑步,C10207478:贴心医生,C10000291:妈妈圈-怀孕育…,C10021433:爱牙,C10142810:宝宝知道,C43237:宝宝树孕育,
C10319360	AcFun	AcFun:一款活泼可爱严肃认真的弹幕视频网站App  关于猴山： 【Acfun】是一款专门为二次元爱好者打造的弹幕视频应用，是中国第一家弹幕视频网站。【Acfun】弹幕视频网（http://www.acfun.tv）移动客户端，继承“天下漫友是一家”的主旨，以“认真你就输了”为文化导向，为二次元爱好者们提供高质量的ACG视频内容。 以上来自严肃	C10269239:单机斗地主,C20252:京东,C10148546:别踩白块儿,C10191116:图片合成器,C5980:诚品快拍,C10249215:超级玛丽酷跑,C174391:百度云,C188494: 魔秀桌面,C10271994:火柴人联盟,C183901:WiFi信号增强…,C10021449:音乐,C3466:酷狗音乐,C2002:爱奇艺,C20960:搜狐视频,C32569:优酷,C29156:腾讯视频,C290:酷我音乐,C2068:多米音乐,C10162466:爱看4G视频,C22852:暴风影音,
C10148546	别踩白块儿	国内第一款“出租自已”的APP，将时间全面变金钱！在“租我”，只有想不到，没有租不到！您可以租一个人陪您逛街、吃饭、看电影、甚至可以租到男朋友、女朋友、当然就是那个啥不行！“你懂得” 下班又是一个人，没人陪说话，没人陪聊天，怎么办？把自已租出去吧？你还可以赚到丰厚的佣金。 当然除了租美女俊男外，你还可以租个厨师给你烧顿美食。 还可以租个美甲师、私人教练	C10137599:滑雪大冒险,C10141383:找你妹2015,C10075868:地铁跑酷,C10212671:阿达脑训练,C10249215:超级玛丽酷跑,C10026769:水果忍者,C10114943:割绳子2,C10059250:神庙逃亡2,C10152872:新2048,C10124645:神偷奶爸：小黄…,C10134672:开心消消乐,C10075868:地铁跑酷,C10059250:神庙逃亡2,C10026769:水果忍者,C10147130:PopStar！消灭…,C10076817:植物大战僵尸2…,C10124645:神偷奶爸：小黄…,C10166495:捕鱼达人3,C10113531:保卫萝卜2,C10162014:消灭星星2015,
C10167406	挖财宝理财	用挖财宝理财，新手享36%高收益(本产品收益由真实项目产生的6%预期年化收益和挖财活动补贴的30%年化收益构成)，四重保障，安全可靠！ 挖财宝是挖财旗下的优质理财平台，致力于为用户从复杂的金融市场中甄选出“低风险、高收益”的理财产品，帮助每个人享受普惠金融，实现财富增值。 【平台活动】 36%超高收益产品等你拿，新用户专享； 跨年狂欢	C107781:自选股,C10243018:中国工商银行,C124901:天天基金网,C2861:同花顺,C10148748:大智慧,C27936:东方财富网,C10101754:招商银行,C20252:京东,C10230847:京东金融,C10092751:中国银行手机银…,C10217244:华为钱包,C2861:同花顺,C10092701:中国建设银行,C3400:随手记,C10158625:钱包,C10366337:翼支付,C10092751:中国银行手机银…,C10101754:招商银行,C4582:挖财记账理财,C10152911:号百彩票,
C10184332	计算器	多多计算器，小米风格，iphone体验。历史记录，大写转换，复制结果，支持角度弧度计算。 1、小而强的科学计算器； 2、大写转化，一键将计算结果转化成数字大写，方便财务报销使用。 3、历史记录功能，计算过程完整记录； 4、三角函数计算，支持角度、弧度计算； 5、一键复制计算结果，方便直接使用； 6、简洁的标准型或强大的科学	C10234835:防盗监控,C6605:中华万年历,C10100910:清理精灵,C183901:WiFi信号增强…,C31346:手机百度,C10114178:流量宝,C21056:Google地球,C35997:Wifi 分析仪,C20252:京东,C21976:UC浏览器,C27162:华为应用市场,C66323:华为备份,C10055832:华为文件管理(…,C21976:UC浏览器,C10067631:华为手机服务,C20679:QQ浏览器,C10207207:华为云服务,C10059090:华为游戏中心,C10060708:华为支付,C2682:搜狗输入法,
C10360236	华为视频	华为视频是为华为手机用户量身打造的高品质手机视频客户端，旨在为用户提供一站式的视频体验服务。无需安装第三方视频软件，即可享受来自互联网的海量视频资源。秦时明月、万万没想到3、琅琊榜、云中歌等热门视频一网打尽。  亮点介绍 【在线视频】海量视频、热门综艺，精彩呈现 【智能缓存】自定义离线缓存，离线看剧更便捷 【自动连播】自动连播设	C20252:京东,C10221865:熊出没之保卫家…,C10269239:单机斗地主,C183901:WiFi信号增强…,C10193990:欢乐逗地主,C107781:自选股,C10129690:听歌学英语,C10148546:别踩白块儿,C10237091:猪猪侠爱消除,C10235197:熊出没(贺岁版),C10021449:音乐,C3466:酷狗音乐,C2002:爱奇艺,C20960:搜狐视频,C32569:优酷,C29156:腾讯视频,C290:酷我音乐,C2068:多米音乐,C10162466:爱看4G视频,C22852:暴风影音,
C10263390	优信二手车	【优信二手车】中国领先、放心的二手车汽车零售电商平台。 1、精挑细选海量汽车车源，承诺100%真实，100%在售，100%无佣金。 2、优信承诺二手车好车，无重大事故，无火烧，无水淹，汽车专家为您保驾护航。 3、报价透明、合理，多维度的“筛选设置”和便捷的“配置对比”帮您快速锁定心仪车辆。 4、根据车型、城市、上牌时间和表显里程精准估	C10269239:单机斗地主,C10241662:欢乐斗地主(有…,C10148546:别踩白块儿,C10191116:图片合成器,C183901:WiFi信号增强…,C54626:铃声多多,C10099655:铁路12306,C10047107:滴滴出行,C2217:我查查,C60820:龙易风水,C34075:手机淘宝,C5373:支付宝,C10049053:华为商城,C57804:天猫,C5206:美团,C10608:大众点评,C20252:京东,C31975:墨迹天气,C135323:灵犀语音助手,C9136:唯品会,
C23707	违章查询	违章查询:【权威及时】交管局数据全时间同步，最快查询违章信息，违章信息无处遁形！ 【云端存储】一经注册，账号信息云端储存永不丢失！ 【最多覆盖】已覆盖国内640个城市，您在中国每个角落的违章，我们都知道！ 【郑重承诺】无弹窗、无广告、不收费！搜狐全程保卫您的安全和隐私！  不仅如此，我们还提供这些贴心功能： 1.周边服务：实时路况、	C10106485:违章查询助手,C77434:违章查询助手,C183901:WiFi信号增强…,C10017070:高铁管家,C2217:我查查,C23082:小米违章查询,C107870:e代驾,C41529:万年历,C10099655:铁路12306,C20252:京东,C3382:百度地图,C20911: 高德地图 ,C5157:携程旅行,C262:去哪儿旅行,C5745:天翼导航,C3403:高德导航,C39196:艺龙旅行,C10067576:116114,C10027946:快的打车,C12192:同程旅游,
C10092669	浦发手机银行	浦发手机银行:上海浦东发展银行推出手机银行客户端软件（中国移动浦发银行借贷合一联名卡专用版），无论任何品牌电信运营商网络或无线WIFI网络都可轻松登录,“手机银行，乐在指尖”！ 浦发银行手机银行客户端软件汇聚众多实用功能，伴您尽享移动金融好生活。主要功能：1、移动银行具有中国移动-浦发银行借贷合一联名卡的账户管理、投资理财、缴费支付等便捷、丰富的功能，让您把银行放在口袋。	C10092751:中国银行手机银…,C10243018:中国工商银行,C10092776:农行掌上银行,C107781:自选股,C10098432:交通银行,C10230847:京东金融,C10122097:邮储银行,C10092701:中国建设银行,C10088947:光大银行手机银…,C10252605:广发银行,C10217244:华为钱包,C2861:同花顺,C10092701:中国建设银行,C3400:随手记,C10158625:钱包,C10366337:翼支付,C10092751:中国银行手机银…,C10101754:招商银行,C4582:挖财记账理财,C10152911:号百彩票,
C10036109	小恩爱	新版本特性： 1、分类页面改版，操作更便捷； 2、我的页面改版，美观又方便； 3、通知栏消息优化，多条合并成一条； 4、签到花瓣手动领取了，自2015-12-15日起，每天需在新版本的赚花瓣页面领取，届时旧版本将无法获取签到花瓣，请及时更新到新版本。   华为应用市场 --放心下，畅快玩！ 1、提供新鲜、	C20252:京东,C10269239:单机斗地主,C183901:WiFi信号增强…,C10129690:听歌学英语,C174391:百度云,C23707:违章查询,C10114178:流量宝,C57236:今日头条,C40224:相片组合 Phot…,C2217:我查查,C9319:QQ,C7166:微博,C23563:陌陌,C10154337:易信,C10085602:花粉俱乐部,C37549:189邮箱,C2543:QQ同步助手,C19185:百度贴吧,C30467:飞信,C31575:139邮箱,
C10197063	三国杀	《三国杀》手游3.0正式上线！  录像功能上线，战局一键分享！  《三国杀》是一款集历史、美术、卡牌等元素于一身，适合全民的原创经典策略卡牌"杀人"游戏。游戏中,玩家扮演一位三国名将,结合游戏身份,用智慧找出队友，并相互配合“杀”死对手获得胜利。   【全新体验】 1-全新交互界面、游戏引擎，更轻、更快、更流程	C10148546:别踩白块儿,C10108129:爸爸去哪儿官方…,C10124645:神偷奶爸：小黄…,C10136202:保卫萝卜,C10179513:单机斗地主,C10075868:地铁跑酷,C10212671:阿达脑训练,C10237091:猪猪侠爱消除,C10147118:疯狂捕鱼2015,C10141383:找你妹2015,C10134672:开心消消乐,C10075868:地铁跑酷,C10059250:神庙逃亡2,C10026769:水果忍者,C10147130:PopStar！消灭…,C10076817:植物大战僵尸2…,C10124645:神偷奶爸：小黄…,C10166495:捕鱼达人3,C10113531:保卫萝卜2,C10162014:消灭星星2015,
C10175487	双色球	【旺彩双色球】双色球预测第一品牌！是目前手机上最强大的专家预测平台！专业可信赖的精准号码推荐、双色球开奖结果查询应用——双色球，是您必备的实用性极强的彩票预测软件。3000位真实专家实时预测，100多个彩种的开奖信息，数十种缩水过滤设置，多种选号方式，所有资讯一网打尽。还犹豫什么，就等你来锁定大奖！  产品特色功能： 1、【最专业的预测平台	C2861:同花顺,C107781:自选股,C10243018:中国工商银行,C38623:约彩彩票,C124901:天天基金网,C27936:东方财富网,C10122097:邮储银行,C20252:京东,C10230847:京东金融,C10092701:中国建设银行,C10217244:华为钱包,C2861:同花顺,C10092701:中国建设银行,C3400:随手记,C10158625:钱包,C10366337:翼支付,C10092751:中国银行手机银…,C10101754:招商银行,C4582:挖财记账理财,C10152911:号百彩票,
C191426	亲宝宝	◆宝宝成长记录，怀孕育儿助手；  ◆亲宝宝， 15,000,000+家庭的共同选择；  ◆从怀孕到育儿，全程记录宝宝成长的最佳APP；  ◆新加孕期模块，最贴心的孕期提醒，最暖心的孕妈日记，呵护孕期每一天；  ◆支持照片、视频、音频，满足你记录宝宝的各种所需；  ◆一人上传全家共享，爷爷奶奶也能实时看到宝宝照片；  ◆家人	C20252:京东,C10241662:欢乐斗地主(有…,C10196888:二维码扫描,C10142810:宝宝知道,C5980:诚品快拍,C30013:京东阅读,C40224:相片组合 Phot…,C2217:我查查,C10201741:萌宝辅食儿童食…,C10149224:孕育管家,C10131836:华为穿戴,C25050:春雨医生,C35918:大姨吗,C134730:咕咚,C10144837:悦动圈跑步,C10207478:贴心医生,C10000291:妈妈圈-怀孕育…,C10021433:爱牙,C10142810:宝宝知道,C43237:宝宝树孕育,
C10334126	全民足彩彩票	全民足彩彩票:欧冠激战正酣你来不来体验一把？五大联赛鏖战当中你想不想参与进来？ 你想要的数据应有尽有 ，你想了解情况的面面俱到 ，你不知道内幕的带你知道 ，从此不用再东奔西跑 ，梦想就在这里起航！  【热门足球赛事】英超、英冠、英甲,西甲、西乙、德甲、德乙、意甲、意乙、法甲、法乙、荷甲、荷乙、葡超、葡甲、瑞典超、瑞士超、欧冠杯、欧罗巴、日职联、日职乙、亚	C10269239:单机斗地主,C20252:京东,C10221865:熊出没之保卫家…,C10241662:欢乐斗地主(有…,C107781:自选股,C10148546:别踩白块儿,C10237091:猪猪侠爱消除,C5980:诚品快拍,C10196888:二维码扫描,C10155859:2048,C10217244:华为钱包,C2861:同花顺,C10092701:中国建设银行,C3400:随手记,C10158625:钱包,C10366337:翼支付,C10092751:中国银行手机银…,C10101754:招商银行,C4582:挖财记账理财,C10152911:号百彩票,
C10346705	滑雪大冒险2	2015年最受期待的国民多人对战跑酷神作! 1.5亿玩家狂拽酷炫吊炸天的魅力之选! 《滑雪大冒险2》3D版华丽来袭，举全球之力共掀浪漫冰雪之旅! 超逼真3D特效场景，全新手势微操玩法，直面基友带感PK，360度无死角无节操旋转自拍！带你直面速度与激情的豪放人生！！给你无与伦比的豪华极速滑雪体验~！ 最嗨的对战、最赞的装备、最逗X的皂片！一切尽在《	C10113531:保卫萝卜2,C10249215:超级玛丽酷跑,C10271994:火柴人联盟,C10137599:滑雪大冒险,C10141653:格斗勇士,C191016:时空猎人,C54626:铃声多多,C10142359:亡灵杀手：夏侯…,C10190546:太极熊猫,C10172460:萌僵尸大战2,C10167041:乱斗西游2,C191016:时空猎人,C10137599:滑雪大冒险,C10160498:天天跑酷HD,C10105355:红警4:大国崛起,C10271994:火柴人联盟,C10190546:太极熊猫,C10309049:魔兽无双,C10151951:剑魂之刃,C10249215:超级玛丽酷跑,
C5411	汽车报价	汽车报价，汽车之家倾力打造，提供更全更准更及时的汽车报价，汽车报价帮您精准找车，底价买车。 【找车】拥有汽车之家权威车型库，高清图片、视频、配置、口碑、评测等内容应有尽有，全方位满足购车需求。 【买车】车商城独家购车优惠，买车有优惠最高能省好几万。 【比车】支持10款车型同时对比和一键查看同车系所有车型配置，买车必备。 【询价】一键询	C77434:违章查询助手,C10020407:汽车报价大全,C6668:二手车,C9913:凯立德导航,C20252:京东,C10129690:听歌学英语,C10196888:二维码扫描,C23632:谷歌翻译,C34990:全能相机,C2217:我查查,C2022:搜狐新闻,C9147:网易新闻,C104688:腾讯新闻,C57236:今日头条,C179773:爱读掌阅,C2034:天翼阅读,C28837:ZAKER,C86189:爱动漫,C149006:塔读文学,C6092:书旗小说,
C10020411	易车	易车手机客户端 你身边的选车专家，助你花少钱选好车！ ●每天新增200多条汽车新闻和视频，是汽车APP中更新量最大的，帮你全方位了解新车。 ●覆盖354个城市20000多家经销商超9000款车型，300万张汽车图片，每天10万条最新汽车报价信息，一键询价快速掌握。 ●每天1000万的车友会回答你的汽车问题，提问2分钟内必得到专业解答，	C10020407:汽车报价大全,C20252:京东,C10269239:单机斗地主,C10196888:二维码扫描,C3386:汽车之家,C21056:Google地球,C46936:糗事百科,C104688:腾讯新闻,C10107104:新华字典,C39289:手机通信Whats…,C2022:搜狐新闻,C9147:网易新闻,C104688:腾讯新闻,C57236:今日头条,C179773:爱读掌阅,C2034:天翼阅读,C28837:ZAKER,C86189:爱动漫,C149006:塔读文学,C6092:书旗小说,
C10232698	WiFi万能通	有道词典HD:有道词典Android Pad版，是特殊定制的多语种互译词典，更适合在Android Pad设备上使用。 其精炼的中英本地词库让您随时随地享受自由快捷的本地翻译；单词 发音、网络释义和超过千万的海量例句，通过无处不在的网络为您带来更加 详尽权威的查询结果；国内领先的机器翻译系统，为您提供即时免费的全文翻译服务，无论您身在何方都能轻松摆脱语言鸿沟的困扰；百科功	C183901:WiFi信号增强…,C35997:Wifi 分析仪,C54626:铃声多多,C38308:MoliPlayer,C10271994:火柴人联盟,C10114178:流量宝,C10047107:滴滴出行,C174391:百度云,C5341:网易公开课,C2217:我查查,C27162:华为应用市场,C66323:华为备份,C10055832:华为文件管理(…,C21976:UC浏览器,C10067631:华为手机服务,C20679:QQ浏览器,C10207207:华为云服务,C10059090:华为游戏中心,C10060708:华为支付,C2682:搜狗输入法,
C5047	安卓读书	安卓读书是一款手机必备经典阅读软件，全网海量免费小说任你搜，随时随地低流量看书听书，无广告无插件绿色体验，8000万用户的忠实选择，致力打造成为您爱不释手的阅读器！ 特色功能： 【最优阅读体验】流畅舒适的仿真阅读效果，支持多种高级排版布局实现个性化阅读，无网络多格式文本阅读，支持TXT、EPUB、UMD等30多种文本格式阅读。 【书城海量小	C32840:掌阅iReader,C84826:起点读书,C10082090:百度阅读,C54699:1905电影网,C10104870:追书神器,C57236:今日头条,C10136608:宜搜小说,C2034:天翼阅读,C20511:多看阅读,C10115520:快看小说,C2022:搜狐新闻,C9147:网易新闻,C104688:腾讯新闻,C57236:今日头条,C179773:爱读掌阅,C2034:天翼阅读,C28837:ZAKER,C86189:爱动漫,C149006:塔读文学,C6092:书旗小说,
C107870	e代驾	e代驾不止是代驾，更多的是一种生活方式 e代驾师傅平均驾龄9.7年以上=安全 e代驾师傅平均到达时间7分钟以内=快速  驾驶技术精良，安全送您到家 代驾责任险提供车辆高额保障  截止2015年8月份，e代驾已经开通200多个城市，合作的餐饮、娱乐门店超过110万家； 截止2015年8月份，e代驾20万名师傅代驾	C10027946:快的打车,C10099655:铁路12306,C20911: 高德地图 ,C10047107:滴滴出行,C20252:京东,C10106485:违章查询助手,C10017070:高铁管家,C10210612:嘀嗒拼车,C10239309:Uber,C2217:我查查,C3382:百度地图,C20911: 高德地图 ,C5157:携程旅行,C262:去哪儿旅行,C5745:天翼导航,C3403:高德导航,C39196:艺龙旅行,C10067576:116114,C10027946:快的打车,C12192:同程旅游,
C10098432	交通银行	交通银行第二代手机银行是在全新移动应用平台上研发出的具有云服务、智能化、定制化、开放式、高安全等特点的手机银行系统。  1、第二代手机银行采用轻客户端模式，通过客户端与云端服务相结合，支持局部加载、动态更新，能够快速开发、灵活发布，具有自选应用集市、可快速对接第三方应用、客户端运行速度更快、流量更省等特点。  2、第二代手机银行能够区分客户类别，实现差异化服	C10122097:邮储银行,C10243018:中国工商银行,C10230847:京东金融,C2861:同花顺,C10092751:中国银行手机银…,C10088947:光大银行手机银…,C10101754:招商银行,C20252:京东,C10212440:平安口袋银行,C27936:东方财富网,C10217244:华为钱包,C2861:同花顺,C10092701:中国建设银行,C3400:随手记,C10158625:钱包,C10366337:翼支付,C10092751:中国银行手机银…,C10101754:招商银行,C4582:挖财记账理财,C10152911:号百彩票,
C10326011	火线精英	《火线精英》手机版是一款FPS竞技射击手游，游戏采用便携的双摇杆操作，全3D视角，玩家可以自由控制移动射击。完美兼容手机与WIFI网络，实现4V4等多人对战。除爆破、生化等多种竞技模式外，游戏与众不同的机甲模式，独有的科幻风格，让玩家可以变身为战力爆表的酷炫机甲，让你的敌人闻风丧胆！另外还有千种枪械、百张地图任你挑选，尽情发挥你的战斗狂热。还在等什么？马上加	C10221865:熊出没之保卫家…,C10148546:别踩白块儿,C10271994:火柴人联盟,C10253039:疯狂出租车：都…,C10237231:合金塔防,C10168301:燃烧的蔬菜3H…,C10251760:进化吧数码兽,C10285214:猫和老鼠官方手…,C10114943:割绳子2,C10177975:口袋妖怪,C10175362:全民枪战,C10206553:坦克前线：帝国…,C10119037:3D坦克争霸,C10083853:3D暴力摩托,C10179074:熊出没之森林保…,C10200882:雷电2015（雷霆…,C10162821:雷电2014全民P…,C10203802:全民枪神,C190636:3D终极狂飙2（…,C10063783:3D终极狂飙3,
C10018452	虾米音乐	虾米音乐:为不忘初心，为不虚此行，阿里音乐愿做中国音乐正版化的先驱！ 在没有了唱片的年代，我们会像当年珍惜每一张黑胶唱片一样珍惜我们现在拥有的数百家唱片公司提供的百万曲库，精耕细作，服务用户。 特别感谢环球、滚石、寰亚、华研、相信、BMG等厂牌与上万名独立音乐人的信任！这里有音乐的半壁江山，这里有行业领先的金曲曲库，这里有中国音乐的未来！ 阿里音乐现	C37127:PDF阅读器 …,C10047107:滴滴出行,C183901:WiFi信号增强…,C5373:支付宝,C3466:酷狗音乐,C37161:YY,C10220136:QQ音乐,C56900:唱吧,C19168:凤凰新闻,C22852:暴风影音,C10021449:音乐,C3466:酷狗音乐,C2002:爱奇艺,C20960:搜狐视频,C32569:优酷,C29156:腾讯视频,C290:酷我音乐,C2068:多米音乐,C10162466:爱看4G视频,C22852:暴风影音,
C10200933	飞牛网	飞牛网:【大润发网上商城，正品低价，APP新用户首单立减5元】 低价风暴：12/31-1/11，千万好货99元封顶，仅此一回 年货大街：1/12-2/3  第一波：1/12-1/14 玩游戏领千万红包 高潮期：1/15-1/21 年货礼盒真5折 第三波：1/22-1/26 精选活动年货爆款5折起 第四波：1/27-2/3  买送专	C20252:京东,C2217:我查查,C10059940:微店,C41529:万年历,C6015363:肯德基,C31975:墨迹天气,C10059344:亚马逊购物,C5165:1号店,C57804:天猫,C6605:中华万年历,C34075:手机淘宝,C5373:支付宝,C10049053:华为商城,C57804:天猫,C5206:美团,C10608:大众点评,C20252:京东,C31975:墨迹天气,C135323:灵犀语音助手,C9136:唯品会,
C10294792	百看早教	百看早教，首款专注于解决早教育儿难题的app。  百看早教亲子动画，英文名：babycan 妈咪，宝贝，一起玩，一起看 亲子更亲密，育儿更轻松。 每天一个亲子游戏，每日一刻亲子时光。  个性化-适龄推荐，百里挑一 游戏库-呆萌动画，百看不厌 真人秀-亲子互动，百玩不腻 成绩单-六大领域，百日成长<b	C10269239:单机斗地主,C20252:京东,C10221865:熊出没之保卫家…,C10241662:欢乐斗地主(有…,C107781:自选股,C10148546:别踩白块儿,C10237091:猪猪侠爱消除,C5980:诚品快拍,C10196888:二维码扫描,C10155859:2048,C121553:WPS Office,C10096044:金山WPS Of…,C381:网易有道词典-…,C5458:驾考宝典-驾校…,C6468:金山词霸,C10113015:作业帮,C10082485:名片全能王,C10068705:扫描全能王,C10208807:驾校一点通,C10191382:小猿搜题,
C10294949	街机捕鱼大师	街机捕鱼大师，最新捕鱼类街机游戏，独创玩法，新意足足。    特色：        1，☆☆☆真正街机捕鱼的世界，完美移植游戏机街机捕鱼玩法☆☆☆；2，☆☆☆各种特殊玩法，完爆你的眼球☆☆☆；3，☆☆☆拼技术、拼胆量，玩的就是刺激☆☆☆；4，☆☆☆紧张刺激，独一无二的街机快感☆☆☆；5，最火的街机捕鱼，你敢来挑战吗？	C10269239:单机斗地主,C20252:京东,C10221865:熊出没之保卫家…,C10241662:欢乐斗地主(有…,C107781:自选股,C10148546:别踩白块儿,C10237091:猪猪侠爱消除,C5980:诚品快拍,C10196888:二维码扫描,C10155859:2048,C10134672:开心消消乐,C10075868:地铁跑酷,C10059250:神庙逃亡2,C10026769:水果忍者,C10147130:PopStar！消灭…,C10076817:植物大战僵尸2…,C10124645:神偷奶爸：小黄…,C10166495:捕鱼达人3,C10113531:保卫萝卜2,C10162014:消灭星星2015,
C10020306	怪讯笑话	怪讯笑话:怪讯移动端是由中国较领先的笑话网站，怪讯网提供。您可以通过怪讯移动端获取，幽默笑话,搞笑图片，搞笑视频，爆笑网文，内涵图片，爆笑段子。怪讯移动端将最搞笑和最有趣的事展示给大家，让你笑个不停！ 	C10269239:单机斗地主,C10241662:欢乐斗地主(有…,C20252:京东,C35997:Wifi 分析仪,C5980:诚品快拍,C10196888:二维码扫描,C183901:WiFi信号增强…,C188494: 魔秀桌面,C10157353:锁屏精灵,C174391:百度云,C34075:手机淘宝,C5373:支付宝,C10049053:华为商城,C57804:天猫,C5206:美团,C10608:大众点评,C20252:京东,C31975:墨迹天气,C135323:灵犀语音助手,C9136:唯品会,
C10314767	睡前	这个暖心语音社区 好到违反广告法！ 在《睡前》这个声音互动社区， 按住、松开、发布，一气呵成，秒变深夜主播，只要你肯说 附近和小组，以“话”会友，让寂寥的深夜就此滚远 拆解你的语气，记录你的情绪，有一 大波儿暖心小秘书贴心照顾你  人长大了，开心都想哭 毕竟芸芸众生皆凡人 无力改变世界至少允许我们自黑跟吐	C10269239:单机斗地主,C20252:京东,C10221865:熊出没之保卫家…,C10241662:欢乐斗地主(有…,C107781:自选股,C10148546:别踩白块儿,C10237091:猪猪侠爱消除,C5980:诚品快拍,C10196888:二维码扫描,C10155859:2048,C9319:QQ,C7166:微博,C23563:陌陌,C10154337:易信,C10085602:花粉俱乐部,C37549:189邮箱,C2543:QQ同步助手,C19185:百度贴吧,C30467:飞信,C31575:139邮箱,
C10253000	网易考拉海购	网易考拉海购，全球口碑爆款一网打尽。货源地批量直采，100%正品保障。时尚达人、新晋辣妈、女神明星鼎力推荐，海淘首选超人气平台！  【全球爆款大集合】最潮奢侈品大牌、最新平价明星单品。母婴、彩妆、美食、保健、家居、日用。 【100%正品全保障】直达货源地采购，品牌授权、原产地证明、全方位溯源无忧，100%正品保障。 【低破海外零售价】	C20252:京东,C10129690:听歌学英语,C10191116:图片合成器,C10269239:单机斗地主,C6015363:肯德基,C34075:手机淘宝,C5341:网易公开课,C60820:龙易风水,C6605:中华万年历,C2217:我查查,C34075:手机淘宝,C5373:支付宝,C10049053:华为商城,C57804:天猫,C5206:美团,C10608:大众点评,C20252:京东,C31975:墨迹天气,C135323:灵犀语音助手,C9136:唯品会,
